Drug,SELFIES
DB01182,[C][C][C][N][C][C][Branch2][Ring1][=Branch2][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O]
DB01183,[C][=C][C][N][C][C][C][C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch2][Ring1][#Branch1][C][Ring1][O][C][C][=C][Ring1][O][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][Ring1][S][O]
DB01184,[C][C][N][Branch2][Ring1][=Branch2][C][C][C][Ring1][=Branch1][N][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][N][C][Ring1][#Branch2][=O][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Ring1][=Branch2][=O]
DB01186,[C][C][C][N][C][C][Branch2][Ring1][=Branch1][C][C][C][Ring1][=Branch1][C][C][=C][N][C][=C][C][=C][C][Ring1][O][=C][Ring1][=Branch2][Ring1][=Branch1][C][S][C]
DB01193,[C][C][C][C][=Branch1][C][=O][N][C][=C][C][=Branch2][Ring1][Branch1][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][Branch1][Branch2][C][N][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C]
DB01194,[C][C][N][C][C][N][Branch2][Ring1][O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring1][Branch2][C][=C][Branch1][Ring2][S][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][O][C]
DB01195,[C][C][C][N][C][Branch1][Ring2][C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][Branch1][C][F][Branch1][C][F][F][O][C][C][Branch1][C][F][Branch1][C][F][F]
DB01196,[C][C][C][C][C][C][Branch1][#Branch2][C][Ring1][=Branch1][C][C][C][Ring1][=Branch2][O][C][C][C][=C][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][Cl][C][C][Cl]
DB01197,[C][C][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O]
DB01202,[C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][N][C][C][C][C][Ring1][Branch1][=O]
DB01204,[C][=C][C][=Branch2][Ring2][=Branch1][=C][C][=Branch1][O][=C][Ring1][=Branch1][N][C][C][N][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][#C][C][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring1][=O][O][O][N][C][C][N][C][C][O]
DB01205,[C][C][O][C][=Branch1][C][=O][C][=C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][Branch1][Branch2][N][Ring1][Branch2][C][=N][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][F][C]
DB01206,[C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][Cl][N][=O]
DB01208,[C][C][C][N][Branch1][=Branch2][C][C][Branch1][Ring2][N][Ring1][=Branch1][C][C][=C][Branch2][Ring2][Ring1][C][=Branch2][Ring1][=C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][F][N][Branch1][=C][C][=C][Branch1][Branch1][C][Ring1][Branch2][=O][C][=Branch1][C][=O][O][C][C][C][Ring1][Ring1][N][F]
DB01213,[C][C][=C][N][N][=C][Ring1][Branch1]
DB01217,[C][C][Branch1][C][C][Branch1][Ring1][C][#N][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][N][C][=N][C][=N][Ring1][Branch1][C][Branch1][C][C][Branch1][C][C][C][#N]
DB01218,[C][C][C][C][N][Branch1][Branch1][C][C][C][C][C][C][C][Branch2][Ring2][=Branch1][C][=C][C][=C][C][=Branch2][Ring1][=Branch1][=C][C][Ring1][=Branch1][=C][C][=C][Branch1][N][C][=C][Branch1][#Branch1][C][Ring1][=Branch1][=C][Ring1][=C][Cl][Cl][C][Branch1][C][F][Branch1][C][F][F][O]
DB01220,[C][C][C][=C][C][=C][Branch2][Branch2][Branch1][C][=Branch1][C][=O][N][C][=C][Branch2][#Branch1][#Branch2][C][=C][Branch2][=Branch1][C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][C][O][C][Branch1][Branch1][C][Ring1][=Branch2][=O][Branch2][Ring2][#Branch2][O][C][=C][C][Branch2][Ring1][P][C][Branch2][Ring1][N][C][Branch2][Ring1][C][C][Branch1][=C][C][Branch1][#Branch2][C][Branch1][=Branch1][C][Ring2][Ring1][S][O][C][O][C][O][C][=Branch1][C][=O][C][C][O][C][C][C][=C][Ring2][Ring2][=Branch1][N][C][=C][C][=Branch1][Branch2][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][C][O][C]
DB01221,[C][N][C][Branch1][=Branch2][C][C][C][C][C][Ring1][=Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl]
DB01222,[C][C][C][C][O][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch2][Ring1][S][C][Ring1][O][C][Branch2][Ring1][Branch2][C][C][Ring1][#C][Branch1][P][C][Ring2][Ring1][C][Branch1][Branch1][O][Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][O][C][O][C]
DB01223,[C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][N][C][=N][Ring1][O].[C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][N][C][=N][Ring1][O].[C][Branch1][Ring1][C][N][N]
DB01224,[C][C][N][Branch1][N][C][C][N][Ring1][=Branch1][C][C][O][C][C][O][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#C]
DB01229,[C][C][=C][C][Branch2][Branch2][O][C][=Branch1][C][=O][C][Branch2][Branch2][C][C][Branch2][#Branch1][=N][C][C][C][Branch2][=Branch1][#Branch2][C][Ring1][=Branch1][C][Branch2][Branch1][=Branch1][C][Branch1][Branch2][C][Ring1][=N][Branch1][C][C][C][Branch2][Ring2][Branch2][C][C][Ring2][Ring1][C][O][C][=Branch1][C][=O][C][Branch2][Ring1][=Branch2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][O][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch1][C][O][Ring2][Ring2][O][O][C][=Branch1][C][=O][C][O][C][O][C][=Branch1][C][=O][C]
DB01234,[C][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch2][Ring1][P][C][Ring1][O][Branch2][Ring1][#Branch2][C][Branch2][Ring1][Branch1][C][C][Ring1][#C][Branch1][=C][C][Ring2][Ring1][C][Branch1][#Branch1][C][=Branch1][C][=O][C][O][O][C][O][F][C]
DB01235,[C][=C][C][=Branch2][Ring1][Ring1][=C][Branch1][#C][C][=C][Ring1][=Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][O][O]
DB01238,[C][C][C][=Branch1][C][=O][N][C][=C][Ring1][#Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl][Cl]
DB01239,[C][N][Branch1][C][C][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][Ring1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl]
DB01241,[C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][C][C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O]
DB01242,[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][=C][Ring1][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl]
DB01243,[C][=C][C][=C][Branch1][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][O][N][=C][Ring1][=N]
DB01244,[C][C][Branch1][C][C][C][O][C][C][Branch2][Ring1][=Branch1][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][C][Ring1][Branch1]
DB01245,[C][N+1][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
DB01248,[C][C][=C][C][Branch2][Branch2][N][C][=Branch1][C][=O][C][Branch2][Branch2][Ring1][C][Branch2][#Branch1][=C][C][C][C][Branch2][=Branch1][O][C][Ring1][=Branch1][C][Branch2][Branch1][#Branch1][C][Branch1][Branch2][C][Ring1][=N][Branch1][C][C][C][Branch2][Ring2][=Branch2][C][C][Ring2][Ring1][C][O][C][=Branch1][C][=O][C][Branch2][Ring1][#Branch2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][O][O][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch1][C][O][Ring2][Ring2][#Branch2][O][C][=Branch1][C][=O][C][O][C][O]
DB01250,[C][=C][C][=Branch2][Ring2][C][=C][Branch2][Ring1][=Branch2][C][=C][Ring1][=Branch1][N][=N][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][O]
DB01251,[C][C][Branch2][Branch1][O][C][=C][Branch1][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][=N][=O][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C]
DB01254,[C][C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl][N][C][=Branch1][C][=O][C][=C][N][=C][Branch1][Ring2][S][Ring1][Branch1][N][C][=C][C][=Branch1][=Branch2][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][O]
DB01259,[C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][N][C][C][=C][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=C][N][=C][Ring1][Branch2][N][C][=C][C][=Branch2][Ring1][Branch1][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][F][Cl]
DB01260,[C][C][Branch2][Branch1][=Branch1][O][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch2][Ring1][S][C][Ring1][O][C][Branch2][Ring1][Branch2][C][C][Ring1][#C][Branch1][P][C][Ring2][Ring1][C][Branch1][Branch1][O][Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][O][C][O][C][C]
DB01261,[C][C][N][C][=Branch1][=C][=N][N][=C][Ring1][Branch1][C][Branch1][C][F][Branch1][C][F][F][C][N][Ring1][=N][C][=Branch1][C][=O][C][C][Branch1][P][C][C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][F][F][N]
DB01262,[C][C][Branch2][Ring1][=Branch1][C][Branch1][P][O][C][Ring1][Branch1][N][C][=N][C][=Branch1][=Branch1][=N][C][Ring1][=Branch1][=O][N][C][O][O]
DB01268,[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][=N][N][C][=Branch1][Branch1][=C][Ring1][Branch1][C][C][=C][C][=C][Branch1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][F][N][C][Ring1][#Branch2][=O][C]
DB01273,[C][C][C][N][C][C][Ring1][=Branch1][C][=C][C][=N][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][#C][Ring1][#Branch2]
DB01275,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=N][N][=C][Ring1][#Branch1][N][N]
DB01280,[C][O][C][=N][C][=Branch2][Ring1][N][=N][C][=C][Ring1][=Branch1][N][=C][N][Ring1][Branch1][C][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O][N]
DB01283,[C][C][=C][C][=Branch2][Ring1][Branch1][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][Branch1][Branch2][C][=C][C][=C][Ring1][=Branch1][Cl][F][C][C][=Branch1][C][=O][O]
DB01333,[C][C][=C][Branch2][Ring2][Ring1][N][C][Branch2][Ring1][=Branch2][C][Branch1][Branch1][C][Ring1][Ring2][=O][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][C][=C][C][Ring1][=Branch1][N][S][C][Ring2][Ring1][Ring2][C][=Branch1][C][=O][O]
DB01337,[C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][Branch2][Ring1][=Branch1][C][Ring1][=Branch1][Branch1][S][C][C][Ring1][#Branch2][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][Branch2][Ring1][N][C][Ring1][P][C][C][Branch1][#Branch2][C][Ring1][Branch1][O][C][=Branch1][C][=O][C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C]
DB01339,[C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][Branch2][Ring1][Ring1][C][Ring1][=Branch1][Branch1][=N][C][C][Ring1][#Branch2][N][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][Branch2][Ring1][N][C][Ring1][S][C][C][Branch1][#Branch2][C][Ring1][Branch1][O][C][=Branch1][C][=O][C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C]
DB01340,[C][C][O][C][=Branch1][C][=O][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][C][C][N][C][C][C][C][Branch1][Branch2][N][Ring1][=Branch1][C][Ring1][O][=O][C][=Branch1][C][=O][O]
DB01357,[C][C][C][C][C][C][Branch1][=C][C][Ring1][=Branch1][C][C][C][Ring1][=Branch2][Branch1][Ring1][C][#C][O][C][C][C][=C][Ring1][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C]
DB01366,[C][C][C][Branch2][Ring1][#Branch2][C][Branch2][Ring1][Branch1][C][=C][C][=C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=C][Branch1][Branch1][C][=C][Ring1][O][O][O][N][C][Branch1][C][C][C]
DB01367,[C][#C][C][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1]
DB01373,[Ca]
DB01380,[C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][Branch2][Ring2][Ring2][C][C][C][C][Ring1][Branch1][Branch2][Ring1][#Branch2][C][C][=Branch1][C][=O][C][C][Ring1][#Branch1][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][O][Ring1][#Branch1][C][C][O]
DB01392,[C][O][C][=Branch1][C][=O][C][C][Branch2][Ring1][S][C][C][C][C][Ring1][=Branch1][C][C][C][=C][Branch1][=Branch2][C][C][N][Ring1][=Branch1][C][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=N][O]
DB01393,[C][C][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl]
DB01394,[C][C][=Branch1][C][=O][N][C][C][C][C][=C][C][=Branch2][Ring2][C][=C][Branch2][Ring1][N][C][=Branch2][Ring1][=Branch1][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][O][C][=Branch1][C][=O][C][=C][Ring1][P][Ring1][Branch2][O][C][O][C][O][C][O][C]
DB01395,[C][C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C][Ring1][Ring1][C][C][Ring1][N][C][C][C][Branch2][Ring1][Branch1][C][Ring1][=Branch1][C][C][C][Ring1][Ring1][C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][O][Ring1][=Branch1][C]
DB01399,[C][=C][C][=C][Branch2][Ring1][=Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][O]
DB01409,[C][N+1][Branch2][Ring2][#Branch2][C][C][C][Branch1][N][C][C][Ring1][=Branch1][C][C][Ring1][#Branch1][O][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][O][C]
DB01411,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][=Branch1][=C][C][Ring1][=Branch1][=O][C][=N][N][N][=N][Ring1][Branch1]
DB01412,[C][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][Branch2][C]
DB01420,[C][C][C][=Branch1][C][=O][O][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][#Branch1][C][C][C][C][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][O][Ring1][#Branch1][C][C]
DB01425,[C][O][C][=C][C][=C][Branch2][Ring1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][C][N][Ring1][Branch1][C][C][=C][N][N][=N][Ring2][Ring1][Ring1]
DB01435,[C][C][=C][C][=Branch1][C][=O][N][Branch1][Branch1][N][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB01436,[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][Branch2][C][C][C][C][Ring1][=Branch1][=C][C][=C][C][C][Branch1][#Branch2][C][C][Branch1][Branch1][C][Ring1][=Branch1][=C][O][O][C]
DB01438,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=N][C][=C][Branch1][#Branch2][N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][N]
DB01586,[C][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][Ring1][Branch1][Branch2][Ring1][=N][C][C][C][C][Ring1][=Branch1][C][Branch2][Ring1][C][C][C][C][Ring1][=Branch1][Branch1][#Branch2][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][C]
DB01590,[C][C][C][C][C][C][C][Branch2][Branch2][S][C][=Branch2][Branch2][O][=C][C][=C][C][=C][C][Branch2][#Branch1][P][C][C][Branch2][#Branch1][O][C][=Branch1][C][=O][C][Branch2][=Branch1][P][C][Branch2][=Branch1][N][C][=Branch2][=Branch1][#Branch1][=C][C][Branch2][Branch1][P][C][=Branch1][C][=O][C][C][Branch2][Ring1][P][O][C][=Branch1][C][=O][C][C][C][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C][=Branch1][C][=O][C][Ring2][Ring2][Branch2][Branch1][Branch1][O][Ring2][Ring2][=Branch1][O][C][Branch1][C][C][C][C][C][C][C][Branch1][=Branch2][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][C][C][O][C][C][O][O][C][C][C][C][O][C]
DB01591,[C][C][N][C][C][C][Ring1][=Branch1][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB01599,[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=Branch1][P][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][C][Branch1][C][C][Branch1][C][C][C][S][C][Branch1][C][C][Branch1][C][C][S][C][=C][C][=Branch2][Ring1][Ring1][=C][Branch1][#C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][O][C][Branch1][C][C][Branch1][C][C][C]
DB01611,[C][C][N][Branch2][Ring1][#Branch2][C][C][C][C][Branch1][C][C][N][C][=C][C][=C][C][=Branch1][#Branch2][=C][C][Ring1][=Branch1][=N][C][=C][Ring1][#Branch2][Cl][C][C][O]
DB01616,[C][C][N][Branch1][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
DB01620,[C][N][Branch1][C][C][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1]
DB01645,[C][=C][C][=Branch2][Ring1][O][=C][C][=C][Ring1][=Branch1][C][=C][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Branch2][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][O][O][O]
DB01656,[C][C][C][Ring1][Ring1][C][O][C][=C][Branch2][Ring1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][Branch1][Branch2][C][=N][C][=C][Ring1][=Branch1][Cl][Cl][O][C][Branch1][C][F][F]
DB01667,[C][=N][N][N][=C][Ring1][Branch1][N][=C][Branch1][=Branch1][N][C][Ring1][=Branch2][=O][N]
DB01698,[C][C][C][Branch2][=Branch1][S][C][Branch2][=Branch1][O][C][Branch2][=Branch1][=Branch1][C][Branch1][Ring2][O][Ring1][=Branch1][O][C][C][C][Branch2][Branch1][Branch2][C][Branch2][Branch1][Ring1][C][Branch2][Ring2][=C][C][Branch1][Ring2][O][Ring1][=Branch1][O][C][=C][Branch2][Ring1][Ring2][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Branch2][=C][Ring1][=Branch1][C][Ring1][#Branch2][=O][O][O][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O][O][O][O][O][O][O]
DB01708,[C][C][C][C][C][C][Branch1][#Branch2][C][Ring1][=Branch1][C][C][C][Ring1][=Branch2][=O][C][C][=C][C][Ring1][O][Branch1][#Branch2][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][O][C]
DB01718,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
DB01783,[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][Branch1][=N][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][O][O]
DB01933,[C][C][C][Branch2][Branch1][N][C][Branch2][Branch1][=Branch1][C][C][Branch1][Ring2][O][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring1][Branch2][C][Ring1][=Branch2][=C][Ring1][=N][Ring2][Ring1][Ring2][C][Branch1][=Branch1][N][C][Ring1][#C][=O][O][N][C][O][C]
DB01941,[C][C][=C][C][=C][Branch2][Ring1][O][C][=C][Ring1][=Branch1][C][Branch1][Branch1][C][C][Ring1][Ring1][C][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Branch1][O][C][C][C][Ring2][Ring1][Ring2][Branch1][C][C][C][Branch1][C][C][C]
DB01954,[C][O][C][=C][Branch2][Ring1][Ring1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][N][C][Ring1][=Branch1][O][C][C][C][C][C][Ring1][Branch1]
DB02097,[C][=C][N][Branch1][#Branch2][C][=Branch1][C][=O][N][=C][Ring1][#Branch1][N][C][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][Branch1][C][O][O][O]
DB02115,[C][=C][C][=Branch2][Ring2][#C][=C][C][=C][Ring1][=Branch1][C][=C][O][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=Branch1][Ring2][=C][Ring1][Branch2][O][C][C][Branch1][P][C][Branch1][=N][C][Branch1][=Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][O]
DB02255,[C][C][Branch1][C][C][C][C][Branch1][Branch2][C][C][=Branch1][C][=O][N][O][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=Branch1][C][=O][N][C]
DB02262,[C][=C][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][O]
DB02266,[C][=C][C][=C][Branch1][N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F]
DB02329,[C][C][Branch2][=Branch1][=N][C][C][C][C][Branch2][=Branch1][Branch1][C][Branch2][Ring1][=Branch2][C][Ring1][=Branch1][Branch2][Ring1][C][C][C][C][Ring1][#Branch2][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][=C][C][Ring2][Ring1][Ring2][Branch2][Ring1][O][C][C][C][Branch2][Ring1][Ring2][C][Ring1][=Branch1][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][Branch1][C][C][C][=Branch1][C][=O][O][C][C][C][C]
DB02375,[C][=C][Branch1][=C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][O][O][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][=N][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][O][Ring1][O][O][O][O]
DB02424,[C][C][C][C][Branch2][=Branch1][Ring2][C][Branch2][Branch1][#C][C][Branch2][Branch1][#Branch2][C][=C][Branch2][Branch1][Ring2][C][Branch2][Ring2][#Branch2][C][Branch2][Ring2][Ring2][C][=C][C][=C][Branch2][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][=Branch1][C][=O][C][=Branch1][N][=C][Branch1][Branch1][C][Ring2][Ring1][#Branch1][C][Ring1][Branch2][=O][O][C][C][O][C][O][C][=Branch1][C][=O][N][C][C][O][O][C]
DB02546,[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][C][C][C][C][=Branch1][C][=O][N][O]
